symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
DOW,2019-11-20 00:00:00+00:00,52.67,53.45,52.1,53.14,5396391,45.0707593083,45.7382207144,44.5829990499,45.4729475914,5396391,0.0,1.0
DOW,2019-11-21 00:00:00+00:00,53.88,53.92,52.35,52.71,4621467,46.1061802075,46.1404089976,44.7969289878,45.1049880983,4621467,0.0,1.0
DOW,2019-11-22 00:00:00+00:00,54.2,54.66,53.6,53.98,3119237,46.380010528,46.7736416136,45.8665786771,46.1917521826,3119237,0.0,1.0
DOW,2019-11-25 00:00:00+00:00,55.2,55.23,54.36,54.82,5100027,47.2357302794,47.2614018719,46.5169256882,46.9105567738,5100027,0.0,1.0
DOW,2019-11-26 00:00:00+00:00,55.37,55.75,54.82,55.25,4680408,47.3812026371,47.7063761427,46.9105567738,47.278516267,4680408,0.0,1.0
DOW,2019-11-27 00:00:00+00:00,54.28,54.9,53.9,54.68,3925984,47.0474719341,47.5848601544,46.7181049603,47.3941740117,3925984,0.7,1.0
DOW,2019-11-29 00:00:00+00:00,53.37,54.28,53.12,54.01,1887577,46.2587247075,47.0474719341,46.042035909,46.8134480317,1887577,0.0,1.0
DOW,2019-12-02 00:00:00+00:00,53.16,53.75,52.89,53.0,3363901,46.0767061167,46.5880916812,45.8426822143,45.9380252857,3363901,0.0,1.0
DOW,2019-12-03 00:00:00+00:00,51.82,52.01,51.05,51.96,3989296,44.9152541567,45.0799376435,44.2478526572,45.0365998838,3989296,0.0,1.0
DOW,2019-12-04 00:00:00+00:00,52.28,53.49,52.21,53.49,3791364,45.3139615459,46.3627353308,45.2532886824,46.3627353308,3791364,0.0,1.0
DOW,2019-12-05 00:00:00+00:00,52.0,52.65,51.68,52.53,2692643,45.0712700916,45.6346609677,44.7939084295,45.5306503445,2692643,0.0,1.0
DOW,2019-12-06 00:00:00+00:00,53.22,53.75,52.59,52.59,2852856,46.1287114284,46.5880916812,45.5826556561,45.5826556561,2852856,0.0,1.0
DOW,2019-12-09 00:00:00+00:00,53.27,53.98,52.99,53.96,2377246,46.1720491881,46.7874453759,45.9293577337,46.770110272,2377246,0.0,1.0
DOW,2019-12-10 00:00:00+00:00,53.13,53.39,52.69,53.36,2609674,46.0507034609,46.2760598114,45.6693311755,46.2500571555,2609674,0.0,1.0
DOW,2019-12-11 00:00:00+00:00,53.1,54.07,53.05,53.5,3196455,46.0247008051,46.8654533433,45.9813630454,46.3714028827,3196455,0.0,1.0
DOW,2019-12-12 00:00:00+00:00,54.45,54.58,52.82,53.25,2882315,47.1948203171,47.3074984923,45.7820093507,46.1547140842,2882315,0.0,1.0
DOW,2019-12-13 00:00:00+00:00,53.28,54.82,53.25,54.64,3198575,46.18071674,47.5155197389,46.1547140842,47.3595038039,3198575,0.0,1.0
DOW,2019-12-16 00:00:00+00:00,54.17,54.54,53.51,53.61,4039972,46.9521288627,47.2728282845,46.3800704346,46.466745954,4039972,0.0,1.0
DOW,2019-12-17 00:00:00+00:00,54.66,54.74,53.93,54.1,2665310,47.3768389078,47.4461793233,46.7441076162,46.8914559991,2665310,0.0,1.0
DOW,2019-12-18 00:00:00+00:00,54.25,54.69,53.54,54.36,3659050,47.0214692783,47.4028415636,46.4060730905,47.1168123496,3659050,0.0,1.0
DOW,2019-12-19 00:00:00+00:00,54.52,54.87,54.06,54.43,3355670,47.2554931807,47.5588574986,46.8567857914,47.1774852132,3355670,0.0,1.0
DOW,2019-12-20 00:00:00+00:00,54.61,55.25,54.02,55.05,10475184,47.3335011481,47.8882244723,46.8221155836,47.7148734335,10475184,0.0,1.0
DOW,2019-12-23 00:00:00+00:00,54.93,55.05,54.22,54.49,2678479,47.6108628102,47.7148734335,46.9954666224,47.2294905248,2678479,0.0,1.0
DOW,2019-12-24 00:00:00+00:00,54.9,55.25,54.65,55.0,926169,47.5848601544,47.8882244723,47.3681713559,47.6715356738,926169,0.0,1.0
DOW,2019-12-26 00:00:00+00:00,55.22,55.23,54.52,54.98,1909555,47.8622218165,47.8708893684,47.2554931807,47.6542005699,1909555,0.0,1.0
DOW,2019-12-27 00:00:00+00:00,54.83,55.55,54.72,55.29,1688526,47.5241872908,48.1482510305,47.4288442195,47.9228946801,1688526,0.0,1.0
DOW,2019-12-30 00:00:00+00:00,54.34,55.05,54.24,54.86,1943330,47.0994772457,47.7148734335,47.0128017263,47.5501899466,1943330,0.0,1.0
DOW,2019-12-31 00:00:00+00:00,54.73,54.78,53.93,54.02,2145716,47.4375117714,47.4808495311,46.7441076162,46.8221155836,2145716,0.0,1.0
DOW,2020-01-02 00:00:00+00:00,53.75,55.54,53.64,55.23,5145239,46.5880916812,48.1395834786,46.4927486099,47.8708893684,5145239,0.0,1.0
DOW,2020-01-03 00:00:00+00:00,52.42,53.6,52.41,53.11,5004295,45.4353072731,46.4580784021,45.4266397212,46.033368357,5004295,0.0,1.0
DOW,2020-01-06 00:00:00+00:00,52.21,52.88,52.0,52.32,4292996,45.2532886824,45.8340146624,45.0712700916,45.3486317537,4292996,0.0,1.0
DOW,2020-01-07 00:00:00+00:00,52.19,53.065,51.99,52.29,5122795,45.2359535785,45.9943643733,45.0626025397,45.3226290979,5122795,0.0,1.0
DOW,2020-01-08 00:00:00+00:00,52.73,53.17,51.92,52.41,3629739,45.7040013833,46.0853736687,45.0019296761,45.4266397212,3629739,0.0,1.0
DOW,2020-01-09 00:00:00+00:00,52.19,53.07,51.81,52.75,2667816,45.2359535785,45.9986981493,44.9065866047,45.7213364871,2667816,0.0,1.0
DOW,2020-01-10 00:00:00+00:00,51.5,52.87,51.4,52.86,3277304,44.6378924946,45.8253471104,44.5512169752,45.8166795585,3277304,0.0,1.0
DOW,2020-01-13 00:00:00+00:00,52.35,52.4,51.47,51.5,2665522,45.3746344095,45.4179721692,44.6118898387,44.6378924946,2665522,0.0,1.0
DOW,2020-01-14 00:00:00+00:00,52.24,52.97,51.95,52.19,3689824,45.2792913382,45.9120226298,45.0279323319,45.2359535785,3689824,0.0,1.0
DOW,2020-01-15 00:00:00+00:00,52.27,52.65,51.7,52.19,2235412,45.305293994,45.6346609677,44.8112435334,45.2359535785,2235412,0.0,1.0
DOW,2020-01-16 00:00:00+00:00,52.48,52.87,52.17,52.58,3765634,45.4873125848,45.8253471104,45.2186184746,45.5739881042,3765634,0.0,1.0
DOW,2020-01-17 00:00:00+00:00,53.34,53.36,52.425,52.53,3897498,46.2327220517,46.2500571555,45.4396410491,45.5306503445,3897498,0.0,1.0
DOW,2020-01-21 00:00:00+00:00,52.6,53.15,52.2,52.98,4154674,45.591323208,46.0680385648,45.2446211304,45.9206901818,4154674,0.0,1.0
DOW,2020-01-22 00:00:00+00:00,50.87,52.8,50.682,52.73,5148811,44.0918367223,45.7646742469,43.9288867458,45.7040013833,5148811,0.0,1.0
DOW,2020-01-23 00:00:00+00:00,50.25,50.75,49.15,50.22,5797594,43.554448502,43.987826099,42.6010177885,43.5284458462,5797594,0.0,1.0
DOW,2020-01-24 00:00:00+00:00,48.49,50.27,48.04,49.88,5919307,42.0289593604,43.5717836059,41.6389195231,43.2337490802,5919307,0.0,1.0
DOW,2020-01-27 00:00:00+00:00,47.18,47.58,46.64,47.31,4826744,40.8935100562,41.2402121338,40.4254622514,41.0061882314,4826744,0.0,1.0
DOW,2020-01-28 00:00:00+00:00,47.16,47.72,47.02,47.4,5812835,40.8761749523,41.361557861,40.7548292251,41.0841961989,5812835,0.0,1.0
DOW,2020-01-29 00:00:00+00:00,49.67,49.95,48.6,48.98,6827952,43.0517304894,43.2944219438,42.1243024318,42.4536694055,6827952,0.0,1.0
DOW,2020-01-30 00:00:00+00:00,48.47,48.98,47.66,48.31,5644830,42.0116242565,42.4536694055,41.3095525493,41.8729434255,5644830,0.0,1.0
DOW,2020-01-31 00:00:00+00:00,46.07,47.865,45.92,47.7,7532245,39.9314117908,41.4872373641,39.8013985117,41.3442227571,7532245,0.0,1.0
DOW,2020-02-03 00:00:00+00:00,46.74,46.97,45.73,46.31,6364885,40.5121377708,40.7114914654,39.6367150248,40.1394330373,6364885,0.0,1.0
DOW,2020-02-04 00:00:00+00:00,48.05,48.38,47.44,47.65,5286125,41.647587075,41.9336162891,41.1188664066,41.3008849974,5286125,0.0,1.0
DOW,2020-02-05 00:00:00+00:00,49.61,49.74,48.52,48.88,5402675,42.9997251778,43.112403353,42.0549620162,42.3669938861,5402675,0.0,1.0
DOW,2020-02-06 00:00:00+00:00,49.2,49.66,48.56,49.61,5984683,42.6443555482,43.0430629375,42.089632224,42.9997251778,5984683,0.0,1.0
DOW,2020-02-07 00:00:00+00:00,48.03,48.54,47.45,48.54,3802057,41.6302519711,42.0722971201,41.1275339586,42.0722971201,3802057,0.0,1.0
DOW,2020-02-10 00:00:00+00:00,48.19,48.72,47.8,47.8,2488290,41.7689328022,42.2283130551,41.4308982765,41.4308982765,2488290,0.0,1.0
DOW,2020-02-11 00:00:00+00:00,48.79,50.01,48.5,48.54,3705361,42.2889859186,43.3464272554,42.0376269124,42.0722971201,3705361,0.0,1.0
DOW,2020-02-12 00:00:00+00:00,49.38,50.37,48.99,49.69,2963591,42.8003714831,43.6584591253,42.4623369574,43.0690655933,2963591,0.0,1.0
DOW,2020-02-13 00:00:00+00:00,48.3,48.99,48.02,48.9,3302605,41.8642758735,42.4623369574,41.6215844192,42.38432899,3302605,0.0,1.0
DOW,2020-02-14 00:00:00+00:00,48.63,48.94,48.38,48.51,3206989,42.1503050876,42.4189991977,41.9336162891,42.0462944643,3206989,0.0,1.0
DOW,2020-02-18 00:00:00+00:00,47.74,48.52,47.229,48.19,3594317,41.3788929649,42.0549620162,40.9359810607,41.7689328022,3594317,0.0,1.0
DOW,2020-02-19 00:00:00+00:00,47.56,48.29,47.41,47.82,5644864,41.2228770299,41.8556083216,41.0928637508,41.4482333804,5644864,0.0,1.0
DOW,2020-02-20 00:00:00+00:00,48.76,48.81,47.44,47.52,4154247,42.2629832628,42.3063210225,41.1188664066,41.1882068222,4154247,0.0,1.0
DOW,2020-02-21 00:00:00+00:00,48.3,48.77,48.08,48.58,3972846,41.8642758735,42.2716508148,41.6735897308,42.1069673279,3972846,0.0,1.0
DOW,2020-02-24 00:00:00+00:00,46.24,47.04,45.8,46.61,5075299,40.0787601738,40.772164329,39.6973878884,40.3994595956,5075299,0.0,1.0
DOW,2020-02-25 00:00:00+00:00,43.95,46.535,43.58,46.5,5528829,38.0938907793,40.334452956,37.7731913575,40.3041165242,5528829,0.0,1.0
DOW,2020-02-26 00:00:00+00:00,43.05,44.88,43.02,44.45,6470381,37.3138111047,38.8999731098,37.2878084489,38.5272683764,6470381,0.0,1.0
DOW,2020-02-27 00:00:00+00:00,39.55,41.46,39.5,41.33,10007708,34.8868965613,36.5716999098,34.8427917616,36.4570274305,10007708,0.7,1.0
DOW,2020-02-28 00:00:00+00:00,40.41,40.49,38.05,38.12,10279951,35.6454991161,35.7160667956,33.5637525703,33.6254992899,10279951,0.0,1.0
DOW,2020-03-02 00:00:00+00:00,41.42,41.42,39.78,41.05,7705004,36.53641607,36.53641607,35.0897786399,36.2100405522,7705004,0.0,1.0
DOW,2020-03-03 00:00:00+00:00,40.56,42.744,39.74,41.35,6763698,35.7778135152,37.704311166,35.0544948001,36.4746693504,6763698,0.0,1.0
DOW,2020-03-04 00:00:00+00:00,41.91,41.97,40.21,41.45,4967034,36.968643107,37.0215688667,35.4690799173,36.5628789498,4967034,0.0,1.0
DOW,2020-03-05 00:00:00+00:00,40.1,40.63,39.66,40.03,5447351,35.372049358,35.8395602348,34.9839271206,35.3103026384,5447351,0.0,1.0
DOW,2020-03-06 00:00:00+00:00,38.97,39.69,38.31,38.72,6927495,34.3752808848,35.0103900004,33.7930975288,34.1547568863,6927495,0.0,1.0
DOW,2020-03-09 00:00:00+00:00,30.53,34.94,30.43,34.75,15076868,26.9303906957,30.8204340291,26.8421810963,30.6528357903,15076868,0.0,1.0
DOW,2020-03-10 00:00:00+00:00,31.4,33.33,29.315,32.51,12973198,27.6978142105,29.4002594788,25.8586440631,28.6769407638,12973198,0.0,1.0
DOW,2020-03-11 00:00:00+00:00,27.99,30.33,27.85,30.19,12444065,24.6898668711,26.7539714969,24.5663734319,26.6304780578,12444065,0.0,1.0
DOW,2020-03-12 00:00:00+00:00,23.67,26.39,22.39,25.45,18159366,20.8792121771,23.2785132807,19.7501293049,22.4493430464,18159366,0.0,1.0
DOW,2020-03-13 00:00:00+00:00,25.69,28.01,22.58,27.93,17342507,22.6610460849,24.7075087909,19.9177275437,24.6369411114,17342507,0.0,1.0
DOW,2020-03-16 00:00:00+00:00,22.0,25.43,21.95,23.1,12198819,19.4061118672,22.4317011265,19.3620070675,20.3764174606,12198819,0.0,1.0
DOW,2020-03-17 00:00:00+00:00,26.6,27.6,22.74,25.67,19853725,23.4637534394,24.3458494334,20.0588629027,22.6434041651,19853725,0.0,1.0
DOW,2020-03-18 00:00:00+00:00,26.44,28.29,24.51,24.84,16940131,23.3226180804,24.9544956692,21.6201728121,21.9112644901,16940131,0.0,1.0
DOW,2020-03-19 00:00:00+00:00,28.12,31.35,25.93,26.28,13887558,24.8045393503,27.6537094108,22.8727491235,23.1814827214,13887558,0.0,1.0
DOW,2020-03-20 00:00:00+00:00,27.44,29.69,26.59,28.59,12647941,24.2047140744,26.1894300608,23.4549324795,25.2191244674,12647941,0.0,1.0
DOW,2020-03-23 00:00:00+00:00,26.58,28.43,26.01,27.14,11694658,23.4461115196,25.0779891084,22.943316803,23.9400852762,11694658,0.0,1.0
DOW,2020-03-24 00:00:00+00:00,28.47,29.96,26.9,28.66,12316611,25.1132729482,26.4275959792,23.7283822376,25.280871187,12316611,0.0,1.0
DOW,2020-03-25 00:00:00+00:00,30.38,32.425,28.6,29.18,10530088,26.7980762966,28.6019626043,25.2279454274,25.7395611039,10530088,0.0,1.0
DOW,2020-03-26 00:00:00+00:00,29.68,31.3,28.95,30.28,14298415,26.1806091009,27.6096046111,25.5366790253,26.7098666972,14298415,0.0,1.0
DOW,2020-03-27 00:00:00+00:00,28.56,29.262,26.92,28.0,9100192,25.1926615876,25.8118929754,23.7460241575,24.698687831,9100192,0.0,1.0
DOW,2020-03-30 00:00:00+00:00,28.65,29.39,27.81,28.31,6815125,25.2720502271,25.9248012626,24.5310895921,24.9721375891,6815125,0.0,1.0
DOW,2020-03-31 00:00:00+00:00,29.24,30.08,28.45,28.55,7599729,25.7924868635,26.5334474984,25.0956310283,25.1838406277,7599729,0.0,1.0
DOW,2020-04-01 00:00:00+00:00,27.04,28.27,26.94,27.84,10334236,23.8518756768,24.9368537494,23.7636660774,24.557552472,10334236,0.0,1.0
DOW,2020-04-02 00:00:00+00:00,28.03,29.84,26.925,27.11,10678830,24.7251507108,26.3217444599,23.7504346375,23.9136223964,10678830,0.0,1.0
DOW,2020-04-03 00:00:00+00:00,27.97,28.57,27.42,27.78,8004024,24.6722249512,25.2014825476,24.1870721545,24.5046267123,8004024,0.0,1.0
DOW,2020-04-06 00:00:00+00:00,30.54,30.98,29.5,29.53,8019449,26.9392116557,27.327333893,26.0218318219,26.0482947018,8019449,0.0,1.0
DOW,2020-04-07 00:00:00+00:00,32.33,35.07,31.81,32.76,15026462,28.5181634849,30.9351065083,28.059473568,28.8974647623,15026462,0.0,1.0
DOW,2020-04-08 00:00:00+00:00,34.79,34.94,32.36,32.97,7217244,30.68811963,30.8204340291,28.5446263647,29.082704921,7217244,0.0,1.0
DOW,2020-04-09 00:00:00+00:00,36.56,37.74,35.54,35.75,9891273,32.2494295393,33.2903028122,31.3496916255,31.5349317842,9891273,0.0,1.0
DOW,2020-04-13 00:00:00+00:00,35.23,36.9,34.57,36.47,7165515,31.0762418674,32.5493421773,30.4940585113,32.1700408999,7165515,0.0,1.0
DOW,2020-04-14 00:00:00+00:00,35.37,37.14,35.09,36.37,7342992,31.1997353065,32.7610452158,30.9527484282,32.0818313005,7342992,0.0,1.0
DOW,2020-04-15 00:00:00+00:00,32.23,33.85,31.87,33.85,7580189,28.4299538855,29.8589493957,28.1123993276,29.8589493957,7580189,0.0,1.0
DOW,2020-04-16 00:00:00+00:00,31.63,32.69,30.65,32.69,6881425,27.9006962891,28.8357180427,27.036242215,28.8357180427,6881425,0.0,1.0
DOW,2020-04-17 00:00:00+00:00,33.42,34.06,32.6,33.04,6542022,29.4796481183,30.0441895544,28.7563294032,29.1444516406,6542022,0.0,1.0
DOW,2020-04-20 00:00:00+00:00,31.53,32.83,31.5,32.18,7131729,27.8124866897,28.9592114818,27.7860238099,28.3858490858,7131729,0.0,1.0
DOW,2020-04-21 00:00:00+00:00,30.88,31.16,29.62,30.4,7311050,27.2391242936,27.4861111719,26.1276833412,26.8157182165,7311050,0.0,1.0
DOW,2020-04-22 00:00:00+00:00,31.84,32.025,30.88,31.8,5331005,28.0859364478,28.2491242067,27.2391242936,28.0506526081,5331005,0.0,1.0
DOW,2020-04-23 00:00:00+00:00,32.56,33.33,32.01,32.1,7721249,28.7210455635,29.4002594788,28.2358927668,28.3152814063,7721249,0.0,1.0
DOW,2020-04-24 00:00:00+00:00,33.12,33.35,32.24,33.04,4978403,29.2150193201,29.4179013987,28.4387748454,29.1444516406,4978403,0.0,1.0
DOW,2020-04-27 00:00:00+00:00,34.44,34.745,32.81,33.31,4885171,30.3793860321,30.6484253103,28.941569562,29.3826175589,4885171,0.0,1.0
DOW,2020-04-28 00:00:00+00:00,35.87,36.19,34.71,35.48,5865947,31.6407833035,31.9230540216,30.6175519505,31.2967658659,5865947,0.0,1.0
DOW,2020-04-29 00:00:00+00:00,37.47,38.09,36.9,37.0,6881614,33.0521368938,33.5990364101,32.5493421773,32.6375517767,6881614,0.0,1.0
DOW,2020-04-30 00:00:00+00:00,36.69,37.35,36.05,37.27,10956766,32.3641020185,32.9462853746,31.7995605824,32.875717695,10956766,0.0,1.0
DOW,2020-05-01 00:00:00+00:00,33.93,35.09,33.54,34.73,8706999,29.9295170752,30.9527484282,29.5854996376,30.6351938704,8706999,0.0,1.0
DOW,2020-05-04 00:00:00+00:00,33.06,33.14,31.76,32.1,6246170,29.1620935605,29.23266124,28.0153687683,28.3152814063,6246170,0.0,1.0
DOW,2020-05-05 00:00:00+00:00,33.37,34.55,33.23,33.63,5040504,29.4355433186,30.4764165915,29.3120498794,29.664888277,5040504,0.0,1.0
DOW,2020-05-06 00:00:00+00:00,31.96,33.375,31.88,32.71,4593302,28.1917879671,29.4399537986,28.1212202876,28.8533599626,4593302,0.0,1.0
DOW,2020-05-07 00:00:00+00:00,32.85,33.8,32.51,32.53,5056234,28.9768534017,29.814844596,28.6769407638,28.6945826837,5056234,0.0,1.0
DOW,2020-05-08 00:00:00+00:00,34.33,34.37,33.37,33.78,4324319,30.2823554728,30.3176393126,29.4355433186,29.7972026761,4324319,0.0,1.0
DOW,2020-05-11 00:00:00+00:00,33.9,34.24,33.08,34.2,4320208,29.9030541954,30.2029668333,29.1797354803,30.1676829936,4320208,0.0,1.0
DOW,2020-05-12 00:00:00+00:00,33.79,35.41,33.75,34.25,5666104,29.8060236361,31.2350191463,29.7707397963,30.2117877933,5666104,0.0,1.0
DOW,2020-05-13 00:00:00+00:00,32.35,33.563,31.79,33.5,5861923,28.5358054047,29.6057878454,28.0418316481,29.5502157978,5861923,0.0,1.0
DOW,2020-05-14 00:00:00+00:00,33.51,33.55,30.9,31.19,6187030,29.5590367577,29.5943205975,27.2567662135,27.5125740517,6187030,0.0,1.0
DOW,2020-05-15 00:00:00+00:00,33.56,33.98,32.83,33.21,4829217,29.6031415574,29.9736218749,28.9592114818,29.2944079596,4829217,0.0,1.0
DOW,2020-05-18 00:00:00+00:00,36.74,38.01,35.71,35.88,8544879,32.4082068182,33.5284687306,31.4996479445,31.6496042634,8544879,0.0,1.0
DOW,2020-05-19 00:00:00+00:00,35.64,36.68,35.58,36.63,4414561,31.4379012249,32.3552810586,31.3849754652,32.3111762589,4414561,0.0,1.0
DOW,2020-05-20 00:00:00+00:00,36.18,37.0,35.76,36.34,5654723,31.9142330616,32.6375517767,31.5437527442,32.0553684207,5654723,0.0,1.0
DOW,2020-05-21 00:00:00+00:00,35.82,36.76,35.66,36.0,3939199,31.5966785038,32.4258487381,31.4555431448,31.7554557827,3939199,0.0,1.0
DOW,2020-05-22 00:00:00+00:00,36.12,36.18,35.37,35.68,3040557,31.861307302,31.9142330616,31.1997353065,31.4731850646,3040557,0.0,1.0
DOW,2020-05-26 00:00:00+00:00,38.79,38.95,37.92,38.36,6183485,34.2165036059,34.3576389649,33.4490800911,33.8372023285,6183485,0.0,1.0
DOW,2020-05-27 00:00:00+00:00,39.82,40.665,39.03,39.95,6889460,35.1250624797,35.8704335946,34.4282066444,35.2397349589,6889460,0.0,1.0
DOW,2020-05-28 00:00:00+00:00,38.71,39.69,38.35,39.57,5266794,34.7634031221,35.6434892771,34.4401061672,35.5357236255,5266794,0.7,1.0
DOW,2020-05-29 00:00:00+00:00,38.6,38.99,37.72,38.14,5254184,34.6646179415,35.0148563093,33.8743364962,34.2515162769,5254184,0.0,1.0
DOW,2020-06-01 00:00:00+00:00,38.61,39.01,38.18,38.61,3009686,34.6735984124,35.0328172512,34.2874381608,34.6735984124,3009686,0.0,1.0
DOW,2020-06-02 00:00:00+00:00,40.6,41.23,39.09,39.2,6080617,36.4607121353,37.0264818064,35.104661019,35.2034461996,6080617,0.0,1.0
DOW,2020-06-03 00:00:00+00:00,41.63,42.3,41.46,41.49,5157362,37.3857006452,37.9873922001,37.2330326387,37.2599740516,5157362,0.0,1.0
DOW,2020-06-04 00:00:00+00:00,42.71,42.76,41.32,41.5,3899662,38.3555915098,38.4004938647,37.1073060451,37.2689545226,3899662,0.0,1.0
DOW,2020-06-05 00:00:00+00:00,43.97,45.73,43.837,44.71,7656067,39.487130852,41.0676937426,39.3676905881,40.1516857037,7656067,0.0,1.0
DOW,2020-06-08 00:00:00+00:00,45.9,45.93,44.08,44.08,5725470,41.2203617491,41.247303162,39.5859160326,39.5859160326,5725470,0.0,1.0
DOW,2020-06-09 00:00:00+00:00,44.41,44.82,43.919,44.47,5533409,39.8822715746,40.2504708844,39.44133045,39.9361544004,5533409,0.0,1.0
DOW,2020-06-10 00:00:00+00:00,43.58,44.5,43.4,44.39,4265195,39.1368924842,39.9630958134,38.9752440067,39.8643106327,4265195,0.0,1.0
DOW,2020-06-11 00:00:00+00:00,39.26,42.04,38.95,41.225,9220524,35.2573290254,37.7538999549,34.9789344254,37.0219915709,9220524,0.0,1.0
DOW,2020-06-12 00:00:00+00:00,41.23,41.915,39.985,41.82,5033778,37.0264818064,37.6416440678,35.9084131707,37.5563295936,5033778,0.0,1.0
DOW,2020-06-15 00:00:00+00:00,41.98,42.45,39.29,39.48,5665288,37.7000171291,38.1220992646,35.2842704383,35.4548993868,5665288,0.0,1.0
DOW,2020-06-16 00:00:00+00:00,42.25,44.5,41.44,44.16,5592437,37.9424898453,39.9630958134,37.2150716967,39.6577598004,5592437,0.0,1.0
DOW,2020-06-17 00:00:00+00:00,41.17,42.796,41.03,42.7,3523660,36.9725989806,38.4328235602,36.846872387,38.3466110389,3523660,0.0,1.0
DOW,2020-06-18 00:00:00+00:00,41.58,41.99,40.38,40.65,4103515,37.3407982903,37.7089976001,36.263141774,36.5056144902,4103515,0.0,1.0
DOW,2020-06-19 00:00:00+00:00,41.65,43.0,41.47,42.63,7492701,37.4036615871,38.616025168,37.2420131097,38.2837477421,7492701,0.0,1.0
DOW,2020-06-22 00:00:00+00:00,41.74,42.13,40.67,41.46,3305895,37.4844858258,37.8347241936,36.5235754321,37.2330326387,3305895,0.0,1.0
DOW,2020-06-23 00:00:00+00:00,41.35,42.48,41.33,42.48,3601758,37.134247458,38.1490406776,37.1162865161,38.1490406776,3601758,0.0,1.0
DOW,2020-06-24 00:00:00+00:00,38.45,40.72,38.32,40.6,7699335,34.5299108769,36.568477787,34.4131647543,36.4607121353,7699335,0.0,1.0
DOW,2020-06-25 00:00:00+00:00,39.98,40.03,37.68,38.0,5981537,35.9039229352,35.9488252901,33.8384146123,34.1257896833,5981537,0.0,1.0
DOW,2020-06-26 00:00:00+00:00,39.8,40.0,38.73,39.56,8332793,35.7422744578,35.9218838772,34.7813640641,35.5267431545,8332793,0.0,1.0
DOW,2020-06-29 00:00:00+00:00,40.98,41.195,40.19,40.36,7756715,36.8019700322,36.995050158,36.0925128256,36.2451808321,7756715,0.0,1.0
DOW,2020-06-30 00:00:00+00:00,40.76,40.95,39.76,40.59,4835256,36.6043996708,36.7750286193,35.7063525739,36.4517316644,4835256,0.0,1.0
DOW,2020-07-01 00:00:00+00:00,40.75,41.3,40.33,40.75,4024722,36.5954191999,37.0893451032,36.2182394192,36.5954191999,4024722,0.0,1.0
DOW,2020-07-02 00:00:00+00:00,41.59,42.25,40.91,41.66,3988108,37.3497787613,37.9424898453,36.7391067354,37.4126420581,3988108,0.0,1.0
DOW,2020-07-06 00:00:00+00:00,42.45,42.78,41.56,42.63,4675975,38.1220992646,38.4184548066,37.3228373484,38.2837477421,4675975,0.0,1.0
DOW,2020-07-07 00:00:00+00:00,41.69,42.07,41.17,41.74,4535918,37.439583471,37.7808413678,36.9725989806,37.4844858258,4535918,0.0,1.0
DOW,2020-07-08 00:00:00+00:00,40.35,41.78,39.635,41.49,4825707,36.2362003611,37.5204077097,35.5940966868,37.2599740516,4825707,0.0,1.0
DOW,2020-07-09 00:00:00+00:00,39.44,40.52,39.17,40.39,3671309,35.4189775029,36.3888683676,35.1765047867,36.272122245,3671309,0.0,1.0
DOW,2020-07-10 00:00:00+00:00,40.76,40.82,39.423,39.44,3006985,36.6043996708,36.6582824967,35.4037107022,35.4189775029,3006985,0.0,1.0
DOW,2020-07-13 00:00:00+00:00,41.24,41.84,40.5,41.1,3087864,37.0354622774,37.5742905355,36.3709074256,36.9097356838,3087864,0.0,1.0
DOW,2020-07-14 00:00:00+00:00,42.44,42.68,41.24,41.32,4347174,38.1131187937,38.3286500969,37.0354622774,37.1073060451,4347174,0.0,1.0
DOW,2020-07-15 00:00:00+00:00,43.33,44.1,42.555,43.65,3786525,38.9123807099,39.6038769746,38.2163942098,39.199755781,3786525,0.0,1.0
DOW,2020-07-16 00:00:00+00:00,43.83,44.265,42.84,43.19,4259812,39.3614042584,39.7520547456,38.4723376324,38.7866541164,4259812,0.0,1.0
DOW,2020-07-17 00:00:00+00:00,43.67,44.15,42.96,44.07,4610573,39.2177167229,39.6487793294,38.5801032841,39.5769355617,4610573,0.0,1.0
DOW,2020-07-20 00:00:00+00:00,42.3,43.675,42.12,43.34,3578885,37.9873922001,39.2222069584,37.8257437227,38.9213611809,3578885,0.0,1.0
DOW,2020-07-21 00:00:00+00:00,43.04,43.43,42.45,42.5,3399612,38.6519470518,39.0021854196,38.1220992646,38.1670016195,3399612,0.0,1.0
DOW,2020-07-22 00:00:00+00:00,44.34,44.5,42.885,42.94,5792842,39.8194082778,39.9630958134,38.5127497518,38.5621423421,5792842,0.0,1.0
DOW,2020-07-23 00:00:00+00:00,42.82,43.2,41.88,43.0,6574291,38.4543766905,38.7956345873,37.6102124194,38.616025168,6574291,0.0,1.0
DOW,2020-07-24 00:00:00+00:00,42.61,43.48,42.3,42.82,2999946,38.2657868002,39.0470877745,37.9873922001,38.4543766905,2999946,0.0,1.0
DOW,2020-07-27 00:00:00+00:00,44.0,44.48,42.43,42.81,4733801,39.5140722649,39.9451348714,38.1041383227,38.4453962195,4733801,0.0,1.0
DOW,2020-07-28 00:00:00+00:00,42.62,44.02,42.59,43.74,3395547,38.2747672711,39.5320332068,38.2478258582,39.2805800197,3395547,0.0,1.0
